-0.685094,-0.943836,1.099,0.429327,0.738759,-0.516958
0,0,0,0,0,0

-0.68111,-0.93918,1.0978,0.429367,0.73378,-0.517409
5.43604e-07,-6.48315e-05,7.99693e-05,0.000243873,-4.83146e-05,-0.000116789

-0.675774,-0.932393,1.0945,0.428841,0.727099,-0.51675
3.89234e-05,3.70344e-05,-0.000112505,0.000477449,-0.000250045,-5.8606e-05

-0.669236,-0.923704,1.08933,0.427819,0.718901,-0.515102
-3.22427e-05,0.00041255,-0.000591312,0.0010186,-0.000713349,0.000128372

-0.661636,-0.913325,1.08251,0.426369,0.709359,-0.512576
-0.000260893,0.00116792,-0.00144835,0.00193926,-0.0015147,0.000502026

-0.653101,-0.90145,1.07423,0.424551,0.698628,-0.509273
-0.00067697,0.00238232,-0.00275005,0.00329021,-0.00271224,0.00110803

-0.643749,-0.88826,1.06467,0.422419,0.686855,-0.505286
-0.00129588,0.00411227,-0.00454149,0.00510449,-0.00434837,0.00198146

-0.633687,-0.873919,1.05399,0.420025,0.674174,-0.500701
-0.0021214,0.0063954,-0.00684997,0.00740024,-0.00645206,0.00314823

-0.623015,-0.858579,1.04236,0.417413,0.660707,-0.495598
-0.00314814,0.00925355,-0.00968801,0.0101832,-0.00904077,0.00462628

-0.611822,-0.842378,1.0299,0.414625,0.646568,-0.490048
-0.00436355,0.0126955,-0.0130559,0.0134488,-0.0121222,0.0064267

-0.600193,-0.825444,1.01674,0.411699,0.63186,-0.484118
-0.00574966,0.0167194,-0.016944,0.0171838,-0.0156957,0.00855459

-0.588201,-0.807892,1.00301,0.408669,0.616677,-0.477868
-0.00728444,0.0213145,-0.0213342,0.0213683,-0.0197535,0.0110099

-0.575918,-0.789831,0.988801,0.405565,0.601107,-0.471352
-0.00894303,0.0264628,-0.026202,0.0259764,-0.0242819,0.0137883

-0.563405,-0.771355,0.974216,0.402415,0.58523,-0.464623
-0.0106987,0.0321408,-0.0315177,0.0309778,-0.0292625,0.0168815

-0.55072,-0.752554,0.959342,0.399245,0.569117,-0.457724
-0.0125237,0.0383204,-0.0372473,0.0363388,-0.0346725,0.0202781

-0.537914,-0.733508,0.944258,0.396075,0.552835,-0.450699
-0.01439,0.0449703,-0.043354,0.0420231,-0.040486,0.023964

-0.525035,-0.71429,0.929037,0.392926,0.536443,-0.443584
-0.0162697,0.0520567,-0.0497992,0.0479927,-0.0466746,0.027923

-0.512126,-0.694965,0.913743,0.389815,0.519995,-0.436414
-0.0181357,0.0595443,-0.056543,0.0542088,-0.0532081,0.0321371

-0.499224,-0.675593,0.898435,0.386759,0.503541,-0.429219
-0.0199622,0.0673973,-0.0635451,0.0606325,-0.0600554,0.0365873

-0.486365,-0.656228,0.883167,0.383771,0.487126,-0.422028
-0.0217248,0.0755796,-0.0707658,0.0672251,-0.0671844,0.0412535

-0.473578,-0.636918,0.867985,0.380863,0.470787,-0.414864
-0.0234009,0.0840556,-0.0781663,0.073949,-0.0745633,0.0461152

-0.460891,-0.617707,0.852933,0.378045,0.454563,-0.407751
-0.0249698,0.0927908,-0.0857091,0.0807683,-0.0821607,0.0511518

-0.44833,-0.598631,0.838046,0.375326,0.438484,-0.400708
-0.0264129,0.101752,-0.0933589,0.0876487,-0.0899458,0.0563427

-0.435914,-0.579727,0.82336,0.372715,0.422579,-0.393754
-0.0277139,0.110908,-0.101082,0.0945583,-0.0978894,0.0616679

-0.423665,-0.561024,0.808902,0.370218,0.406873,-0.386902
-0.0288585,0.120228,-0.108849,0.101468,-0.105963,0.0671078

-0.411598,-0.542549,0.7947,0.367841,0.391388,-0.380168
-0.0298345,0.129685,-0.116629,0.108349,-0.114141,0.0726437

-0.399728,-0.524325,0.780775,0.365587,0.376144,-0.373562
-0.0306319,0.139254,-0.124399,0.115179,-0.122398,0.0782577

-0.388067,-0.506373,0.767146,0.363461,0.361158,-0.367096
-0.0312426,0.14891,-0.132134,0.121935,-0.13071,0.0839329

-0.376626,-0.48871,0.753831,0.361465,0.346444,-0.360779
-0.0316603,0.158633,-0.139815,0.128598,-0.139058,0.0896534

-0.365415,-0.471351,0.740843,0.359602,0.332014,-0.354617
-0.0318803,0.168402,-0.147422,0.135151,-0.147421,0.0954044

-0.35444,-0.454308,0.728193,0.357872,0.31788,-0.348618
-0.0318997,0.178199,-0.15494,0.14158,-0.155783,0.101172

-0.343707,-0.437592,0.715892,0.356278,0.304051,-0.342786
-0.0317167,0.18801,-0.162356,0.147871,-0.164126,0.106943

-0.333222,-0.421212,0.703946,0.354818,0.290532,-0.337126
-0.031331,0.197818,-0.169657,0.154016,-0.172437,0.112707

-0.322988,-0.405174,0.692362,0.353493,0.27733,-0.331641
-0.0307432,0.207612,-0.176834,0.160004,-0.180702,0.118451

-0.313008,-0.389483,0.681144,0.352302,0.264448,-0.326333
-0.0299549,0.217379,-0.183877,0.16583,-0.188911,0.124168

-0.303282,-0.374142,0.670294,0.351244,0.251891,-0.321205
-0.0289688,0.227109,-0.190781,0.171487,-0.197053,0.129846

-0.293813,-0.359154,0.659813,0.350318,0.239659,-0.316256
-0.0277879,0.236793,-0.19754,0.176973,-0.205119,0.135478

-0.284599,-0.34452,0.649703,0.349522,0.227754,-0.311489
-0.0264162,0.246422,-0.204148,0.182283,-0.213101,0.141057

-0.275641,-0.33024,0.639961,0.348855,0.216176,-0.306902
-0.0248581,0.255989,-0.210603,0.187417,-0.220992,0.146576

-0.266936,-0.316312,0.630587,0.348314,0.204923,-0.302494
-0.0231184,0.265489,-0.216903,0.192373,-0.228787,0.152029

-0.258482,-0.302735,0.621577,0.347896,0.193994,-0.298266
-0.0212023,0.274913,-0.223045,0.197151,-0.236479,0.15741

-0.250278,-0.289506,0.612928,0.347599,0.183387,-0.294214
-0.0191155,0.284259,-0.229028,0.201752,-0.244065,0.162715

-0.242321,-0.276622,0.604636,0.347422,0.173098,-0.290337
-0.0168636,0.293521,-0.234852,0.206178,-0.251541,0.167938

-0.234606,-0.264078,0.596696,0.34736,0.163124,-0.286634
-0.0144528,0.302695,-0.240518,0.21043,-0.258904,0.173077

-0.227131,-0.25187,0.589103,0.347411,0.153462,-0.283101
-0.0118891,0.311778,-0.246025,0.214511,-0.266151,0.178128

-0.219892,-0.239992,0.581851,0.347572,0.144107,-0.279736
-0.00917872,0.320767,-0.251376,0.218423,-0.273279,0.183088

-0.212883,-0.22844,0.574934,0.34784,0.135054,-0.276536
-0.0063281,0.32966,-0.25657,0.222169,-0.280288,0.187954

-0.206102,-0.217208,0.568346,0.348212,0.126298,-0.273497
-0.00334358,0.338454,-0.261611,0.225753,-0.287176,0.192724

-0.199543,-0.206288,0.562079,0.348684,0.117834,-0.270617
-0.000231538,0.347147,-0.266499,0.229178,-0.293942,0.197396

-0.193201,-0.195676,0.556128,0.349255,0.109657,-0.267892
0.00300165,0.355738,-0.271238,0.232449,-0.300585,0.201968

-0.187072,-0.185364,0.550484,0.34992,0.101761,-0.265319
0.00634964,0.364226,-0.275829,0.235568,-0.307106,0.20644

-0.18115,-0.175345,0.54514,0.350677,0.0941391,-0.262894
0.00980614,0.372609,-0.280274,0.23854,-0.313504,0.21081

-0.175431,-0.165613,0.54009,0.351522,0.0867866,-0.260613
0.0133649,0.380888,-0.284578,0.241369,-0.319779,0.215077

-0.169909,-0.15616,0.535325,0.352452,0.0796969,-0.258473
0.0170199,0.389062,-0.288741,0.244059,-0.325932,0.21924

-0.164579,-0.146979,0.530837,0.353464,0.0728641,-0.256469
0.020765,0.39713,-0.292768,0.246615,-0.331964,0.223299

-0.159436,-0.138064,0.526621,0.354556,0.0662817,-0.254599
0.0245943,0.405092,-0.296661,0.249041,-0.337875,0.227255

-0.154475,-0.129406,0.522666,0.355724,0.0599437,-0.252858
0.028502,0.412949,-0.300423,0.25134,-0.343666,0.231106

-0.14969,-0.120999,0.518967,0.356965,0.0538438,-0.251242
0.0324825,0.4207,-0.304057,0.253518,-0.349338,0.234852

-0.145077,-0.112836,0.515515,0.358277,0.0479758,-0.249749
0.0365302,0.428347,-0.307567,0.255578,-0.354893,0.238495

-0.140629,-0.104909,0.512303,0.359655,0.0423334,-0.248373
0.0406397,0.435889,-0.310954,0.257524,-0.360331,0.242034

-0.136343,-0.0972108,0.509323,0.361099,0.0369105,-0.247111
0.0448058,0.443328,-0.314223,0.259362,-0.365655,0.245469

-0.132213,-0.0897352,0.506569,0.362605,0.0317011,-0.24596
0.0490235,0.450663,-0.317376,0.261094,-0.370864,0.248802

-0.128234,-0.0824748,0.504032,0.36417,0.0266989,-0.244916
0.0532877,0.457897,-0.320416,0.262724,-0.375962,0.252033

-0.124401,-0.0754227,0.501705,0.365791,0.0218981,-0.243975
0.0575939,0.465029,-0.323347,0.264258,-0.38095,0.255162

-0.120709,-0.0685723,0.499583,0.367467,0.0172927,-0.243134
0.0619372,0.472061,-0.326171,0.265698,-0.385829,0.258191

-0.117153,-0.0619167,0.497656,0.369194,0.012877,-0.242389
0.0663134,0.478994,-0.328892,0.267048,-0.3906,0.26112

-0.11373,-0.0554495,0.495919,0.37097,0.00864511,-0.241737
0.0707181,0.485829,-0.331512,0.268313,-0.395267,0.26395

-0.110433,-0.0491643,0.494366,0.372793,0.00459155,-0.241175
0.0751473,0.492567,-0.334034,0.269495,-0.399829,0.266683

-0.107259,-0.0430547,0.492988,0.374661,0.000710742,-0.240698
0.079597,0.499209,-0.336461,0.270599,-0.40429,0.269319

-0.104204,-0.0371146,0.491781,0.37657,-0.00300271,-0.240305
0.0840635,0.505757,-0.338796,0.271627,-0.40865,0.271859

-0.101262,-0.031338,0.490737,0.37852,-0.00655411,-0.239991
0.0885431,0.512213,-0.341042,0.272583,-0.412913,0.274305

-0.0984304,-0.0257188,0.489851,0.380508,-0.00994865,-0.239754
0.0930323,0.518576,-0.343201,0.273471,-0.417078,0.276658

-0.0957041,-0.0202515,0.489116,0.382532,-0.0131914,-0.23959
0.097528,0.524849,-0.345277,0.274293,-0.421149,0.278918

-0.0930794,-0.0149304,0.488526,0.384589,-0.0162873,-0.239497
0.102027,0.531033,-0.34727,0.275053,-0.425127,0.281088

-0.0905524,-0.00974993,0.488077,0.386679,-0.0192411,-0.239472
0.106526,0.537129,-0.349185,0.275753,-0.429014,0.283168

-0.0881192,-0.00470489,0.487762,0.388798,-0.0220576,-0.239512
0.111022,0.543139,-0.351024,0.276397,-0.432812,0.28516

-0.0857762,0.000209941,0.487576,0.390946,-0.0247414,-0.239614
0.115514,0.549064,-0.352789,0.276987,-0.436522,0.287065

-0.0835197,0.00499959,0.487514,0.393121,-0.027297,-0.239775
0.119997,0.554905,-0.354482,0.277526,-0.440146,0.288885

-0.0813462,0.00966895,0.487571,0.39532,-0.0297286,-0.239993
0.12447,0.560664,-0.356106,0.278017,-0.443686,0.29062

-0.0792523,0.0142228,0.487741,0.397543,-0.0320405,-0.240266
0.128931,0.566343,-0.357663,0.278462,-0.447144,0.292273

-0.0772347,0.0186656,0.488019,0.399787,-0.0342369,-0.240591
0.133377,0.571942,-0.359155,0.278863,-0.450522,0.293844

-0.0752902,0.023002,0.488402,0.402051,-0.0363216,-0.240965
0.137806,0.577463,-0.360584,0.279223,-0.453821,0.295335

-0.0734155,0.0272363,0.488885,0.404334,-0.0382986,-0.241387
0.142217,0.582907,-0.361953,0.279545,-0.457042,0.296747

-0.0716078,0.0313726,0.489463,0.406634,-0.0401717,-0.241854
0.146607,0.588276,-0.363263,0.279829,-0.460189,0.298081

-0.0698641,0.035415,0.490132,0.40895,-0.0419444,-0.242363
0.150975,0.593571,-0.364516,0.28008,-0.463261,0.29934

-0.0681815,0.0393674,0.490887,0.41128,-0.0436203,-0.242914
0.155319,0.598794,-0.365715,0.280297,-0.466262,0.300524

-0.0665572,0.0432337,0.491725,0.413623,-0.0452028,-0.243503
0.159639,0.603945,-0.36686,0.280484,-0.469192,0.301635

-0.0649887,0.0470174,0.492643,0.415979,-0.0466953,-0.244129
0.163931,0.609025,-0.367954,0.280643,-0.472053,0.302673

-0.0634732,0.0507221,0.493635,0.418345,-0.0481009,-0.244789
0.168197,0.614037,-0.368999,0.280774,-0.474846,0.303641

-0.0620084,0.0543513,0.494699,0.42072,-0.0494228,-0.245483
0.172433,0.618981,-0.369995,0.28088,-0.477574,0.30454

-0.0605918,0.0579081,0.495831,0.423105,-0.0506639,-0.246207
0.176639,0.623859,-0.370946,0.280963,-0.480237,0.305371

-0.0592211,0.0613959,0.497028,0.425496,-0.0518272,-0.246962
0.180815,0.628672,-0.371851,0.281024,-0.482838,0.306136

-0.057894,0.0648177,0.498285,0.427894,-0.0529154,-0.247743
0.184958,0.633421,-0.372713,0.281064,-0.485377,0.306835

-0.0566084,0.0681763,0.499602,0.430297,-0.0539312,-0.248551
0.189069,0.638106,-0.373533,0.281084,-0.487856,0.30747

-0.055362,0.0714748,0.500973,0.432704,-0.0548774,-0.249384
0.193147,0.642731,-0.374313,0.281088,-0.490277,0.308043

